,0
cat__CustomerId_CustomerId_1452,1.3799335192323943e-05
cat__CustomerId_CustomerId_1453,8.19443095485862e-06
cat__CustomerId_CustomerId_1454,0.0
cat__CustomerId_CustomerId_1455,0.0
cat__CustomerId_CustomerId_1458,2.924375936763304e-05
cat__CustomerId_CustomerId_1461,1.2492370531922967e-06
cat__CustomerId_CustomerId_1464,4.54985582228402e-06
cat__CustomerId_CustomerId_1466,5.556753774326762e-06
cat__CustomerId_CustomerId_1467,5.886564601584185e-06
cat__CustomerId_CustomerId_1468,0.0
cat__CustomerId_CustomerId_1472,0.0
cat__CustomerId_CustomerId_1474,0.0
cat__CustomerId_CustomerId_1475,3.237150571421251e-05
cat__CustomerId_CustomerId_1477,9.351318025845995e-06
cat__CustomerId_CustomerId_1478,2.3482508691086914e-05
cat__CustomerId_CustomerId_1479,5.917761167479706e-06
cat__CustomerId_CustomerId_1480,8.737296920874913e-10
cat__CustomerId_CustomerId_1481,9.154908415920771e-08
cat__CustomerId_CustomerId_1482,1.2912709454053396e-05
cat__CustomerId_CustomerId_1483,3.5389205680174165e-06
cat__CustomerId_CustomerId_1485,0.0
cat__CustomerId_CustomerId_1486,9.753419611916465e-06
cat__CustomerId_CustomerId_1488,1.330575095465621e-05
cat__CustomerId_CustomerId_1492,6.894319608795393e-06
cat__CustomerId_CustomerId_1494,1.1014668383484574e-06
cat__CustomerId_CustomerId_1495,2.4874468972202547e-06
cat__CustomerId_CustomerId_1496,6.42082275119897e-08
cat__CustomerId_CustomerId_1498,1.2970727775967002e-08
cat__CustomerId_CustomerId_1499,5.161988820900882e-06
cat__CustomerId_CustomerId_15,5.880181864649192e-06
cat__CustomerId_CustomerId_1502,1.8222656862167578e-07
cat__CustomerId_CustomerId_1503,1.3899364697337632e-07
cat__CustomerId_CustomerId_1505,3.85131361774894e-07
cat__CustomerId_CustomerId_1506,7.964686334726145e-07
cat__CustomerId_CustomerId_1507,3.44111465181202e-06
cat__CustomerId_CustomerId_1508,0.0
cat__CustomerId_CustomerId_1509,2.08481546017472e-05
cat__CustomerId_CustomerId_1511,0.0
cat__CustomerId_CustomerId_1512,8.505500185789781e-07
cat__CustomerId_CustomerId_1514,6.873220472649426e-06
cat__CustomerId_CustomerId_1516,9.948299607890105e-06
cat__CustomerId_CustomerId_1517,0.0
cat__CustomerId_CustomerId_1518,5.146451169868748e-07
cat__CustomerId_CustomerId_1521,2.057908673957016e-06
cat__CustomerId_CustomerId_1523,7.44031475247139e-07
cat__CustomerId_CustomerId_1524,0.0
cat__CustomerId_CustomerId_1525,3.083664764673097e-06
cat__CustomerId_CustomerId_1526,0.00011163443270260746
cat__CustomerId_CustomerId_1529,2.718362645800192e-07
cat__CustomerId_CustomerId_1531,9.852470025070431e-08
cat__CustomerId_CustomerId_1532,2.8172911458289404e-06
cat__CustomerId_CustomerId_1533,4.7394812933373397e-07
cat__CustomerId_CustomerId_1537,5.194844415253615e-06
cat__CustomerId_CustomerId_1538,2.518437351106729e-07
cat__CustomerId_CustomerId_1540,6.114038998905018e-06
cat__CustomerId_CustomerId_1541,2.161111201902402e-06
cat__CustomerId_CustomerId_1542,6.419410875147523e-06
cat__CustomerId_CustomerId_1543,9.950244086078868e-07
cat__CustomerId_CustomerId_1545,1.724073930331928e-05
cat__CustomerId_CustomerId_1546,0.0
cat__CustomerId_CustomerId_1547,1.4709984582658358e-05
cat__CustomerId_CustomerId_1550,1.8258028499533853e-07
cat__CustomerId_CustomerId_1554,0.0
cat__CustomerId_CustomerId_1557,0.0
cat__CustomerId_CustomerId_1561,1.193819228105786e-08
cat__CustomerId_CustomerId_1562,1.0996529142870519e-07
cat__CustomerId_CustomerId_1564,2.419104456845803e-05
cat__CustomerId_CustomerId_1565,2.0977495646702218e-05
cat__CustomerId_CustomerId_1567,6.768975326244127e-06
cat__CustomerId_CustomerId_1568,3.297274087635982e-08
cat__CustomerId_CustomerId_1570,1.8850823399471206e-06
cat__CustomerId_CustomerId_1571,4.2757551154905803e-05
cat__CustomerId_CustomerId_1572,0.0
cat__CustomerId_CustomerId_1573,1.2301523366729224e-06
cat__CustomerId_CustomerId_1576,1.6967067168825466e-05
cat__CustomerId_CustomerId_1577,1.045660990432482e-05
cat__CustomerId_CustomerId_1578,6.938936762403821e-06
cat__CustomerId_CustomerId_1579,9.699833880581547e-08
cat__CustomerId_CustomerId_1580,6.411850956046832e-05
cat__CustomerId_CustomerId_1581,7.765656998124017e-06
cat__CustomerId_CustomerId_1583,6.116190664957153e-05
cat__CustomerId_CustomerId_1587,9.56885772571091e-06
cat__CustomerId_CustomerId_1588,2.752003078222022e-05
cat__CustomerId_CustomerId_1591,7.927800990331464e-08
cat__CustomerId_CustomerId_1593,0.0
cat__CustomerId_CustomerId_1594,0.0
cat__CustomerId_CustomerId_1595,4.411123885133196e-08
cat__CustomerId_CustomerId_1597,9.772390941938443e-06
cat__CustomerId_CustomerId_1599,7.521457218403967e-05
cat__CustomerId_CustomerId_1601,2.2912334325591456e-05
cat__CustomerId_CustomerId_1602,0.0
cat__CustomerId_CustomerId_1608,2.1451171049890823e-05
cat__CustomerId_CustomerId_1610,0.0
cat__CustomerId_CustomerId_1611,9.45384101199476e-06
cat__CustomerId_CustomerId_1612,1.4444848399245103e-05
cat__CustomerId_CustomerId_1613,1.3972601284475228e-09
cat__CustomerId_CustomerId_1614,3.45044620708283e-05
cat__CustomerId_CustomerId_1617,1.605787317061497e-05
cat__CustomerId_CustomerId_1618,0.0
cat__CustomerId_CustomerId_1619,1.9700694706426553e-06
cat__CustomerId_CustomerId_1620,1.1831249005861699e-05
cat__CustomerId_CustomerId_1621,8.254010301696234e-06
cat__CustomerId_CustomerId_1623,0.0
cat__CustomerId_CustomerId_1624,3.540710801789985e-05
cat__CustomerId_CustomerId_1625,1.4618999259586561e-05
cat__CustomerId_CustomerId_1626,5.888060321391093e-06
cat__CustomerId_CustomerId_1627,2.98240073757832e-06
cat__CustomerId_CustomerId_1629,0.0
cat__CustomerId_CustomerId_1634,1.9443305390482407e-05
cat__CustomerId_CustomerId_1635,3.180800771002246e-05
cat__CustomerId_CustomerId_1637,8.643941944400818e-07
cat__CustomerId_CustomerId_1640,6.218003196671185e-05
cat__CustomerId_CustomerId_1641,8.936044136641689e-06
cat__CustomerId_CustomerId_1645,2.274979497643095e-09
cat__CustomerId_CustomerId_1647,0.0
cat__CustomerId_CustomerId_1649,4.80932910930532e-06
cat__CustomerId_CustomerId_1652,5.976618521947554e-06
cat__CustomerId_CustomerId_1653,1.2582527346434308e-05
cat__CustomerId_CustomerId_1655,1.495514858580914e-07
cat__CustomerId_CustomerId_1656,0.0
cat__CustomerId_CustomerId_1657,6.019694586578133e-06
cat__CustomerId_CustomerId_1658,4.717904355381065e-06
cat__CustomerId_CustomerId_1661,6.231983301097529e-08
cat__CustomerId_CustomerId_1663,8.643597048540418e-07
cat__CustomerId_CustomerId_1669,1.7123870633442718e-06
cat__CustomerId_CustomerId_1670,1.31757824484379e-05
cat__CustomerId_CustomerId_1671,5.831018070427925e-08
cat__CustomerId_CustomerId_1674,4.12166753004056e-06
cat__CustomerId_CustomerId_1679,2.1047667939232275e-07
cat__CustomerId_CustomerId_1680,3.385058106959682e-08
cat__CustomerId_CustomerId_1681,4.740181614119214e-07
cat__CustomerId_CustomerId_1683,3.4052495123943794e-06
cat__CustomerId_CustomerId_1684,0.0
cat__CustomerId_CustomerId_1687,9.737074476394934e-06
cat__CustomerId_CustomerId_1688,4.232357707693352e-09
cat__CustomerId_CustomerId_1690,2.3085859289336704e-05
cat__CustomerId_CustomerId_1694,0.0
cat__CustomerId_CustomerId_1695,9.383420128944661e-09
cat__CustomerId_CustomerId_1696,3.7691196959156113e-06
cat__CustomerId_CustomerId_1697,3.1887550825222993e-06
cat__CustomerId_CustomerId_1698,1.2222279673685307e-07
cat__CustomerId_CustomerId_1701,1.3965174240325756e-06
cat__CustomerId_CustomerId_1702,1.6013602618117635e-05
cat__CustomerId_CustomerId_1703,1.1644884934680305e-07
cat__CustomerId_CustomerId_1705,6.855659632987651e-06
cat__CustomerId_CustomerId_1707,2.2840900466272817e-06
cat__CustomerId_CustomerId_1708,7.722872205087458e-09
cat__CustomerId_CustomerId_1709,1.4609005509789146e-07
